"Title","Author","Publisher","Published Date","Format","Pages","Series","Volume","Language","ISBN","Page Read","Item Url","Icon Path","Photo Path","Image Url","Summary","Location","Price","Genres","Rating","Added Date","Copy Index","Read","Started Reading Date","Finished Reading Date","Favorite","Comments","Tags","BookShelf","Settings"
"201 Principles of Software Development","Davis, Alan M.","McGraw-Hill Inc.,US","1995-04-30","Hardcover","256","","","English","9780070158405","","https://www.amazon.co.uk/dp/0070158401?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/71B39MN4E1L._SL500_.gif","This text defines governing principles for software development, assumptions that work regardless of tools used, to keep software projects from costing too much, taking too long and disappointing users.","","40.75","Books Global Store","3.63","08/15/2023","","","","","","","","IT related","2.8.0.5;222;MM/DD/YYYY;YYYY-MM-DD;01/19/2024"
"Don't You Have Time to Think?","Feynman, Richard P.","Penguin","2006-03-02","Paperback","512","","","English","9780141021133","","https://www.amazon.co.uk/dp/0141021136?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51OWFELVCFL._SL500_.jpg","Edited and with additional commentary by Michelle Feynman.

Finding out about someone by reading their correspondence is a fundamentally different thing than reading their biography. Letters offer both more intimacy with the subject and at the same time a crucial distance--the exact distance the letter-writer intended from the people to whom he was writing. In Perfectly Reasonable Deviations from the Beaten Track, Michelle Feynman collects her famous father's letters to reveal a warm, honest man with high expectations for himself, his loved ones, and the human race. Long before Richard Feynman won the Nobel Prize, he was a smart, skinny graduate student at Princeton, writing letters to his mother and relating the mundane details of college life. ""Dear Mom.... The raincoat came O.K. It is very nice,"" he writes. By the time he finished his Ph.D., Feynman had fallen for Arline Greenbaum, who had already been diagnosed with tuberculosis. Their tragically short marriage is set in letters against Feynman's first job--working on the atomic bomb project at Los Alamos, New Mexico. 

Even while working on top secret physics, Feynman was an enthusiastic correspondent, jumping eagerly at the chance to encourage a young scientist, correct a public misperception, or tell a goofy joke to his family. Self-effacing, charmingly down to earth, and occasionally cranky, these letters cover Feynman's entire career, although in the fits and starts one would expect from a collection such as this. His own words to students, spouses, daughters, and fellow scientists reveal Feynman's brilliance far more effectively than any biographical lens ever could. --Therese Littleton

Also published under the title Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman.

","","12.99","Books Global Store","4.25","09/18/2023","","","","","","","","Biographies"
"Drive: The Surprising Truth About What Motivates Us","Pink, Daniel H.","Canongate Books Ltd","2011-01-13","Paperback","256","","","English","9781847677693","","https://www.amazon.co.uk/dp/184767769X?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41VkzsvZADL._SL500_.jpg","The New York Times bestseller that gives readers a paradigm-shattering new way to think about motivation 

Most people believe that the best way to motivate is with rewards like money—the carrot-and-stick approach. That's a mistake, says Daniel H. Pink (author of To Sell Is Human: The Surprising Truth About Motivating Others). In this provocative and persuasive new book, he asserts that the secret to high performance and satisfaction-at work, at school, and at home—is the deeply human need to direct our own lives, to learn and create new things, and to do better by ourselves and our world.

Drawing on four decades of scientific research on human motivation, Pink exposes the mismatch between what science knows and what business does—and how that affects every aspect of life. He examines the three elements of true motivation—autonomy, mastery, and purpose-and offers smart and surprising techniques for putting these into action in a unique book that will change how we think and transform how we live.","","10.9","Job Hunting","","08/15/2023","","","","","","","","IT related"
"Ducks in Detention","Terry, John; Brewis, Henry","Farming Press Books and Videos","1990-06-15","Paperback","200","","","English","9780852362082","","https://www.amazon.co.uk/dp/0852362080?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51SRToh-AxL._SL500_.jpg","This is one of three books charting the progress of a Warwickshire school farm, from its beginning as a wasteland to its success as a smallholding, including a flock of prize-winning sheep.","","2.78","Crafts, Hobbies & Home","3.67","09/18/2023","","","","","","","","Biographies"
"Effective Use of the Agility Ladder for Soccer","Schreiner, Peter","Reedswain, Incorporated","2003-08-01","Paperback","56","","","English","9781591640608","","https://www.amazon.co.uk/dp/1591640601?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51nxfediPzL._SL500_.jpg","The agility ladder maximizes speed and reaction, concentration, balance and coordination. Get the most out of this popular training tool with the help of coordination training expert Peter Schreiner as he presents his most effective exercises with clear and precise descriptions, excellent photos and innovative diagrams.","","10.3","Books Global Store","0","09/18/2023","","","","","","","","Football"
"Electricity And Magnetism","Duffin, W.J.","McGraw-Hill Education / Europe, Middle East & Africa","1990-04-16","Hardcover","496","","","English","9780077072094","","https://www.amazon.co.uk/dp/007707209X?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51wcn2cuHHL._SL500_.jpg","","","3.78","Books Global Store","3.20","09/18/2023","","","","","","","","Science"
"Embedded C Coding Standard","Barr, Michael","CreateSpace Independent Publishing Platform","2018-06-12","Paperback","84","","","English","9781721127986","","https://www.amazon.co.uk/dp/1721127984?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51J8t56hDGL._SL500_.jpg","Barr Group's Embedded C Coding Standard was developed to help firmware engineers minimize defects in embedded systems. Unlike the majority of coding standards, this standard focuses on practical rules that keep bugs out - including techniques designed to improve the maintainability and portability of embedded software. The rules in this coding standard include a set of guiding principles, as well as specific naming conventions and other rules for the use of data types, functions, preprocessor macros, variables, and other C language constructs. Individual rules that have been demonstrated to reduce or eliminate certain types of defects are highlighted. The BARR-C standard is distinct from, yet compatible with, the MISRA C Guidelines for Use of the C Language in Critical Systems. Programmers can easily combine rules from the two standards as needed.","","5.99","Languages","3.59","08/15/2023","","","","","","","","IT related"
"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition","González, Álex","Packt Publishing","2018-01-25","Paperback","456","","","English","9781788399210","","https://www.amazon.co.uk/dp/1788399218?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51Kla80TcVL._SL500_.jpg","Over 79 hands-on recipes for professional embedded Linux developers to optimize and boost their Yocto Project know-how Key Features Optimize your Yocto setup to speed up development and debug build issues Use what is quickly becoming the standard embedded Linux product builder framework—the Yocto Project Recipe-based implementation of best practices to optimize your Linux system Book Description The Yocto Project has become the de facto distribution build framework for reliable and robust embedded systems with a reduced time to market.You'll get started by working on a build system where you set up Yocto, create a build directory, and learn how to debug it. Then, you'll explore everything about the BSP layer, from creating a custom layer to debugging device tree issues. In addition to this, you’ll learn how to add a new software layer, packages, data, scripts, and configuration files to your system. You will then cover topics based on application development, such as using the Software Development Kit and how to use the Yocto project in various development environments. Toward the end, you will learn how to debug, trace, and profile a running system. This second edition has been updated to include new content based on the latest Yocto release. What you will learn Optimize your Yocto Project setup to speed up development and debug build issues Use Docker containers to build Yocto Project-based systems Take advantage of the user-friendly Toaster web interface to the Yocto Project build system Build and debug the Linux kernel and its device trees Customize your root filesystem with already-supported and new Yocto packages Optimize your production systems by reducing the size of both the Linux kernel and root filesystems Explore the mechanisms to increase the root filesystem security Understand the open source licensing requirements and how to comply with them when cohabiting with proprietary programs Create recipes, and build and run applications in C, C++, Python, Node.js, and Java Who this book is for If you are an embedded Linux developer with the basic knowledge of Yocto Project, this book is an ideal way to broaden your knowledge with recipes for embedded development.","","37.99","Books Global Store","3.50","08/15/2023","","","","","","","","IT related"
"Embedded Systems Dictionary","Ganssle, Jack G.; Barr, Michael","Crc Press","2003-01-04","Paperback","302","","","English","9781578201204","","https://www.amazon.co.uk/dp/1578201209?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41naCqs8f5L._SL500_.jpg","This technical dictionary defines the 2,500 most-used words in the embedded systems field, with over 4,500 entries and cross-references. Designed to serve both the technical and non-technical audience, this book defines advanced terms in two steps. The fi","","23.23","Digital Art","4.12","08/15/2023","","","","","","","","IT related"
"Essential Guide to Telecommunications, The","Dodd, Annabel Z.","Pearson","2020-08-12","Paperback","464","","","English","9780134506791","","https://www.amazon.co.uk/dp/0134506790?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51WZVfBumIL._SL500_.jpg","""Annabel Dodd has cogently untangled the wires and switches and technobabble of the telecommunications revolution and explained how the introduction of the word 'digital' into our legislative and regulatory lexicon will affect consumers, companies and society into the next millennium."" - United States Senator Edward J. Markey of Massachusetts; Member, U.S. Senate Subcommittee on Communications, Technology, Innovation, and the Internet ""Annabel Dodd has a unique knack for explaining complex technologies in understandable ways. This latest revision of her book covers the rapid changes in the fields of broadband, cellular, and streaming technologies; newly developing 5G networks; and the constant changes happening in both wired and wireless networks. This book is a must-read for anyone who wants to understand the rapidly evolving world of telecommunications in the 21st century!"" - David Mash, Retired Senior Vice President for Innovation, Strategy, and Technology, Berklee College of Music Completely updated for current trends and technologies, The Essential Guide to Telecommunications, Sixth Edition, is the world's top-selling, accessible guide to the fast-changing global telecommunications industry. Writing in easy-to-understand language, Dodd demystifies today's most significant technologies, standards, architectures, and trends. She introduces leading providers worldwide, explains where they fit in the marketplace, and reveals their key strategies. New topics covered in this edition include: LTE Advanced and 5G wireless, modern security threats and countermeasures, emerging applications, and breakthrough techniques for building more scalable, manageable networks.
Gain a practical understanding of modern cellular, Wi-Fi, Internet, cloud, and carrier technologies Discover how key technical, business, and regulatory innovations are changing the industry See how streaming video, social media, cloud computing, smartphones, and the Internet of Things are transforming networks Explore growing concerns about security and privacy, and review modern strategies for detecting and mitigating network breaches Learn how Software Defined Networks (SDN) and Network Function Virtualization (NFV) add intelligence to networks, enabling automation, flexible configurations, and advanced networks Preview cutting-edge, telecom-enabled applications and gear-from mobile payments to drones Whether you're an aspiring network engineer looking for a broad understanding of the industry, or a salesperson, marketer, investor, or customer, this indispensable guide provides everything you need to know about telecommunications right now. This new edition is ideal for both self-study and classroom instruction. Register your product for convenient access to downloads, updates, and/or corrections as they become available.","","41.62","Books Global Store","3.38","08/15/2023","","","","","","","","IT related"
"Even Grues Get Full – The Fourth User Friendly Collection",", Illiad; , Illiad","O′Reilly","2003-09-05","Paperback","132","","","English","9780596005665","","https://www.amazon.co.uk/dp/0596005660?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41bx3MoRECL._SL500_.jpg","Even Grues Get Full is the fourth collection of the hit geek comic strip User Friendly by J.D. ""Illiad"" Frazer. Written with fresh, dry humor and an amusing vividness that brings the cast of characters to life, the comic strip is loved and read by millions around the world, from professional technologists to eight-year old wunderkinds, from 83-year old grandmothers who miss their Commodore 64s to patient spouses of born programmers. The comic strip is packed with references to geek interests, from obscure movies to old computer games, yet non-geeks are able to enjoy the story lines and character quirks, from Erwin's acerbic humor to Miranda's constant angst; from the Smiling Man's Machiavellian machinations to A.J.'s dysfunctional naïveté. At the center of this lies Dust Puppy, the strip's gentle-hearted mascot and the character who has endeared himself to readers everywhere. In this book, join the antics of the characters once again as Stef contends with an enormous Tequila worm, Mike is tormented by Mr. Cola, and the techs move shop into an abandoned missile silo! Also included in this collection are the 9/11 tribute cartoons that were widely praised for their clear and simple pathos. Called ""Dilbert for Geeks"" by Wired magazine and considered to be one of the few consistently intelligent and socially aware cartoons on the 'Net, User Friendly remains one of the most popular destinations for geeks and non-geeks alike. This book is a sure hit with anyone who works with computers or for anyone who lives with someone who works with computers!","","142.99","Books Global Store","4.45","08/15/2023","","","","","","","","IT related"
"Evil Geniuses in a Nutshell – A User Friendly Guide to World Domination (Nutshell Handbook)",", Illiad; Hayes, Simon","O′Reilly","2000-05-04","Paperback","136","","","English","9781565928619","","https://www.amazon.co.uk/dp/156592861X?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51GXKVYeFfL._SL500_.jpg","The next hilarious compendium of ""User Friendly"" comic strips from the wicked hand of the elusive ""Illiad"". Chronicling the continuing saga of Canada's hardest working ISP, Columbia Internet, ""Evil Geniuses in a Nutshell"" serves up more details and stories from the lives of everybody's favorite characters: A.J. Cobb, Pitr, Mike, Dust Puppy, Miranda and Greg.","","0.66","Books Global Store","4.03","08/15/2023","","","","","","","","IT related"
"Facts and Fallacies of Software Engineering (Agile Software Development)","Glass, Robert; Becker, Paul; Fuller, John","Addison-Wesley Professional","2002-10-28","Paperback","212","","","English","9780321117427","","https://www.amazon.co.uk/dp/0321117425?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41SCOfqaczL._SL500_.jpg","Regarding the controversial and thought-provoking assessments in this handbook, many software professionals might disagree with the authors, but all will embrace the debate. Glass identifies many of the key problems hampering success in this field. Each fact is supported by insightful discussion and detailed references.","","28.49","Up to 50% Off Selected Computing & Internet Books","3.95","08/15/2023","","","","","","","","IT related"
"Fermat’s Last Theorem","Singh, Simon","Fourth Estate","1998-05-07","Paperback","384","","","English","9781857026696","","https://www.amazon.co.uk/dp/1857026691?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/511xuP4Av5S._SL500_.jpg","In 1963, a schoolboy browsing in his local library stumbled across a great mathematical problem: Fermat's Last Theorem, a puzzle that every child can now understand, but which has baffled mathematicians for over 300 years. Aged just ten, Andrew Wiles dreamed he would crack it.","","3.27","Books Global Store","4.29","09/18/2023","","","","","","","","Science"
"Football Hackers: The Science and Art of a Data Revolution","Biermann, Christoph","Blink Publishing","2019-05-30","Paperback","304","","","English","9781788702058","","https://www.amazon.co.uk/dp/1788702050?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41uA7e3BXnL._SL500_.jpg","Well written and thoughtful. Takes us on a tour of some of Europe's most innovative football thinkers - Financial Times The future of football is now. Football's data revolution has only just begun. The arrival of advanced metrics and detailed analysis is already reshaping the modern game. We can now fully assess player performance, analyse the role of luck and measure what really leads to victory. There is no turning back. Now the race is on between football's wealthiest clubs and a group of outsiders, nerds and rule-breakers, who are turning the game on its head with their staggering innovations. Winning is no longer just about what happens out on the pitch, it's now a battle taking place in boardrooms and on screens across international borders with the world's brightest minds driving for an edge over their fiercest rivals. Christoph Biermann has moved in the midst of these disruptive upheavals, talking to scientists, coaches, managers, scouts and psychologists in the world's major clubs, traveling across Europe and the US and revealing the hidden - and often jaw-dropping - truths behind the beautiful game. 'A book full of exciting ideas and inside views on modern football. The most exciting book in an exciting time for football.' Thomas Hitzlsperger","","12.79","Books Global Store","4.27","09/18/2023","","","","","","","","Football"
"Football's Principles of Play","Prickett, Peter","Hawksmoor Publishing","2021-03-15","Paperback","140","","","English","9781914066016","","https://www.amazon.co.uk/dp/1914066014?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51JguRMtLpL._SL500_.jpg","It started with a question, ""What are the fundamentals of football?""

Whilst there are hundreds of books that look into the specific principles of coaches like Jurgen Klopp, Pep Guardiola, and Marcelo Bielsa, there is no core, distilled text on the key principles of the game.

Until now.

Join best-selling author and coach Peter Prickett as he puts football under the microscope and breaks it down into its constituent parts. By addressing the two primary phases in-possession and out-of-possession the book examines the five attacking and five defending principles, plus the transitions between each phase, to reveal the underlying heart of the beautiful game.

These principles have underpinned coach education for decades and largely been unchallenged. When examining them, other deeper values emerge to support the one true principle to score.

Designed for coaches and football fans interested in the theory of football, this handbook is a must-read for anyone looking to understand the foundations that football is built on.

Peter Prickett is an FA affiliate tutor with a decade of experience coaching with various organisations, and the author of the internationally best-selling books on ""Developing Skill: Guides to 3v3 Soccer Coaching"". He was one of the first coaches in England to obtain the UEFA B Futsal qualification, and has a Masters in Performance Football Coaching.","","10.51","Books Global Store","4.17","09/18/2023","","","","","","","","Football"
"Function Point Analysis: Measurement Practices for Successful Software Projects (Addison-Wesley Information Technology Series)","Garmus, David; Herron, David","Addison Wesley","2000-11-16","Paperback","400","","","English","9780201699449","","https://www.amazon.co.uk/dp/0201699443?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51xbYC4LUZL._SL500_.jpg","Function Point Analysis: Measurement Practices for Successful Software Projects is a comprehensive presentation of the principles of function point analysis (FPA) and a guide to its effective use in managing the development and deployment of software. Written for both information technology (IT) practitioners and managers, it describes how to use this proven-but-underutilized software-sizing metric to achieve successful software projects. Completely up-to-date, the book introduces the latest rules and guidelines released in the International Function Point Users Group (IFPUG) Counting Practices Manual 4.1. Function Point Analysis presents fundamental counting techniques for basic-to-advanced technologies. It explains the calculations for determining function point size, an indication of a software application's overall functionality and complexity. Moving beyond mechanics, the book features the most common uses of FPA and reveals experience-based techniques for applying the methodology with success. The book covers such important topics as: An overview of FPA for the IT executive A description of software measurement, relating size to other software metrics Sizing data and transactional functions The application of general system characteristics Counting object-oriented, Web-based, client-server, and GUI applications Becoming a Certified Function Point Specialist (CFPS), using a practice exam The use of FPA for accurate project estimating, development and maintenance outsourcing, and performance productivity baselining FPA automation tools, including function point repository tools and function point- based project estimation tools The role of FPA in standardizing industry benchmarking data Numerous detailed examples and case studies demonstrate the FPA methodology in action. As a reference, tutorial, and practical guide, Function Point Analysis: Measurement Practices for Successful Software Projects raises the level of awareness and understanding of FPA and its role in bringing proven quality standards to the software development industry. 0201699443B04062001","","7.49","Books Global Store","3.47","08/15/2023","","","","","","","","IT related"
"Fundamentals of Software Architecture: An Engineering Approach","Richards, Mark; Ford, Neal","O′Reilly","2020-02-07","Paperback","400","","","English","9781492043454","","https://www.amazon.co.uk/dp/1492043451?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51RfC2gDwuL._SL500_.jpg","Although salary surveys worldwide regularly identify software architect as one of the top ten best jobs, no decent guides exist to help developers become architects. Until now. This practical guide provides the first comprehensive overview of software architecture's many aspects. You'll examine architectural characteristics, architectural patterns, component determination, diagramming and presenting architecture, evolutionary architecture, and many other topics.

Authors Neal Ford and Mark Richards help you learn through examples in a variety of popular programming languages, such as Java, C#, JavaScript, and others. You'll focus on architecture principles with examples that apply across all technology stacks.","","47.97","Books Global Store","4.27","08/15/2023","","","","","","","","IT related"
"Futsal: Training, Technique and Tactics","Sturgess, Peter","Bloomsbury Sport","2017-05-04","Paperback","192","","","English","9781472929945","","https://www.amazon.co.uk/dp/1472929942?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51m4K9yBSxL._SL500_.jpg","Many of the top professional soccer players played futsal in their youth--Pel�, Luis Figo, Lionel Messi, Cristiano Ronaldo, Xavi, and Fabregas--and have stated that playing the game made them the great players they are today. Futsal is an exciting, fast moving game of technique, skill, tactics, and physical endeavor. Players undertake the ultimate challenge by testing their skills under the most intense pressure, due to the lack of time and space, stressing the importance of quick reaction times and reflex training. Often used in the off season for soccer players, futsal is due to be placed at the heart of all development programs, improving technique and increasing fun in youth training. Coaches face huge tactical challenges as the game changes minute by minute. It is for these reasons that Futsal has taken a huge grip upon the soccer landscape and the development of players from grassroots upwards. This book is ideal in assisting players and coaches in honing their futsal skills and techniques. If you want to be the new Messi, Ronaldo, or Fabregas, can you afford not to read this book?","","16.95","Books Global Store","4.10","09/18/2023","","","","","","","","Football"
"Genius: Richard Feynman and Modern Physics","Gleick, James","Abacus","1994-04-02","Paperback","560","","","English","9780349105321","","https://www.amazon.co.uk/dp/0349105324?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41keYQd8hKL._SL500_.jpg","Genius is a brilliant interweaving of Richard Feynman's colourful life and a detailed and accessible account of his theories and experiments - nearly half a century of which amount to no less than the story of modern physics itself.","","13.55","Books Global Store","4.11","09/18/2023","","","","","","","","Biographies"
"Getting Results form Software Development Teams","Peters, Lawrence J.; Howard, Michael","Microsoft Press US","2008-04-30","Paperback","304","","","English","9780735623460","","https://www.amazon.co.uk/dp/0735623465?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51K4TUbG31L._SL500_.jpg","Learn best practices for software development project management—and lead your teams and projects to success. Dr. Lawrence Peters is an industry-recognized expert with decades of experience conducting research and leading real-world software projects. Beyond getting the best developers, equipment, budget, and timeline possible—Peters concludes that no factor is more critical to project success than the manager’s role. Drawing on proven practices from allied industries such as business, psychology, accounting, and law, he describes a broader project-management methodology—with principles that software managers can readily adapt to help increase their own effectiveness and the productivity of their teams. Unlike other books on the topic, this book focuses squarely on the manager—and shows how to get results without adopting philosophies from Genghis Khan or Machiavelli. (There is mention of Godzilla, however.) Packed with real-world examples and pragmatic advice, this book shows any software development manager—new or experienced—how to lead teams in delivering the right results for their business.","","6.86","Books Global Store","3.53","08/15/2023","","","","","","","","IT related"
"Guide to the Software Engineering Body of Knowledge (SWEBOK(R)): 2004 Version","Society, IEEE Computer; Moore, James W.; Bourque, Pierre; Dupuis, Robert","IEEE Computer Society Press","2005-03-15","Paperback","204","","","English","9780769523309","","https://www.amazon.co.uk/dp/0769523307?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51O1YMK0dpL._SL500_.jpg","","","41.08","Architecture & Microprocessors","2.86","08/15/2023","","","","","","","","IT related"
"Guide to the Software Engineering Body of Knowledge (SWEBOK(R)): Version 3.0","Bourque, Pierre; Fairley, Richard E.; Engineers, Institute of Electrical and Electronics","IEEE Computer Society Press","2014-01-17","Paperback","346","","","English","9780769551661","","https://www.amazon.co.uk/dp/0769551661?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41jnGiTYE2L._SL500_.jpg","In the Guide to the Software Engineering Body of Knowledge (SWEBOK® Guide), the IEEE Computer Society establishes a baseline for the body of knowledge for the field of software engineering, and the work supports the Society’s responsibility to promote the advancement of both theory and practice in this field. It should be noted that the Guide does not purport to define the body of knowledge but rather to serve as a compendium and guide to the knowledge that has been developing and evolving over the past four decades. Now in Version 3.0, the Guide’s 15 knowledge areas summarize generally accepted topics and list references for detailed information.

The editors for Version 3.0 of the SWEBOK® Guide are Pierre Bourque (École de technologie supérieure (ÉTS), Université du Québec) and Richard E. (Dick) Fairley (Software and Systems Engineering Associates (S2EA)).","","39.53","Books Global Store","3.64","08/15/2023","","","","","","","","IT related"
"Handbook of Basic Electrical Engineering","Rai, Harish C; Rai, Shivanshu","CBS Publishers & Distributors Pvt Ltd, India","2018","Paperback","488","","","English","9789387085008","","https://www.amazon.co.uk/dp/B078MB7ZK2?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51U0ApQ7QLL._SL500_.jpg","The handling of bulk materials is a continuously completed projects. Much of the nomenclature has been changing science. Since very few schools teach the han brought up to date. dling of bulk materials, it is necessary for practicing en Publication of the material contained herein is not in gineers to develop their own training manuals. This book tended as a representation or warranty on the part of the is an abbreviated version of a manual used for that pur author, publisher, editors, or any other person or firm pose in our office, and developed over a period of more named herein that it is suitable for any particular use, or than 50 years. While some industrial firms follow their free from infringement of any patent or patents. own practices, the trend in the past few years has been The text is intended as a guide. When used for any to adopt the standards of equipment manufacturers' as specific project, a competent professional engineer sociations and similar organizations. The selection of should be retained to verify the assumptions, applica material and the use of drawiugs instead of photographs bility, calculations, and accuracy of the particular de is based on our experience. sign.","","16.75","Subjects","0","08/15/2023","","","","","","","","IT related"
"Head First Object–Oriented Analysis and Design: The Best Introduction to Object Orientated Programming","McLaughlin, Brett; Pollice, Gary; West, David","O′Reilly","2006-12-05","Paperback","634","Head First Series","","English","9780596008673","","https://www.amazon.co.uk/dp/0596008678?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51FNFnkTMKL._SL500_.jpg","""Head First Object Oriented Analysis and Design is a refreshing look at subject of OOAD. What sets this book apart is its focus on learning. The authors have made the content of OOAD accessible, usable for the practitioner.""

Ivar Jacobson, Ivar Jacobson Consulting

""I just finished reading HF OOA&D and I loved it! The thing I liked most about this book was its focus on why we do OOA&D-to write great software!""

Kyle Brown, Distinguished Engineer, IBM



""Hidden behind the funny pictures and crazy fonts is a serious, intelligent, extremely well-crafted presentation of OO Analysis and Design. As I read the book, I felt like I was looking over the shoulder of an expert designer who was explaining to me what issues were important at each step, and why.""

Edward Sciore, Associate Professor, Computer Science Department, Boston College



Tired of reading Object Oriented Analysis and Design books that only makes sense after you're an expert? You've heard OOA&D can help you write great software every time-software that makes your boss happy, your customers satisfied and gives you more time to do what makes you happy.



But how?



Head First Object-Oriented Analysis & Design shows you how to analyze, design, and write serious object-oriented software: software that's easy to reuse, maintain, and extend; software that doesn't hurt your head; software that lets you add new features without breaking the old ones. Inside you will learn how to:


Use OO principles like encapsulation and delegation to build applications that are flexible Apply the Open-Closed Principle (OCP) and the Single Responsibility Principle (SRP) to promote reuse of your code Leverage the power of design patterns to solve your problems more efficiently Use UML, use cases, and diagrams to ensure that all stakeholders are communicating clearly to help you deliver the right software that meets everyone's needs.


By exploiting how your brain works, Head First Object-Oriented Analysis & Design compresses the time it takes to learn and retain complex information. Expect to have fun, expect to learn, expect to be writing great software consistently by the time you're finished reading this!","","44.55","Books Global Store","3.98","08/15/2023","","","","","","","","IT related"
"Herding Cats: A Primer for Programmers Who Lead Programmers","Rainwater, J. Hank","Apress","2002-03-04","Paperback","276","","","English","9781590590171","","https://www.amazon.co.uk/dp/1590590171?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/517BStTxPZL._SL500_.jpg","This self-help guide is for programmers who need to improve their management and leadership skills.","","44.99","Reference & Education","3.34","08/15/2023","","","","","","","","IT related"
"High Energy Astrophysics v2 2ed: Volume 2","Longair, Malcolm S.","Cambridge University Press","2008-08-21","Paperback","412","","2","English","9780521435840","","https://www.amazon.co.uk/dp/0521435846?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/61uvaFR3JfL._SL500_.jpg","What role does viscosity play in accretion discs? How do you calculate the 'glitch function' of a pulsar? And can strong shocks account for the energy spectrum of electrons in our Galaxy? These are just some of the exciting questions that Professor Longair uses to develop the physics needed by the astronomer and high energy astrophysicist. The highly acclaimed first edition of High Energy Astrophysics instantly established itself as a classic in the teaching of contemporary astronomy. Reflecting the immense interest and developments in the subject, Professor Longair has developed the second edition into three texts; in this second volume he provides a comprehensive discussion of the high energy astrophysics of stars, the Galaxy and the interstellar medium. He develops an understanding for the essential physics with an elegance and infectious enthusiasm for which his teaching is internationally renowned, illustrating the issues throughout with results from forefront research. This book takes the student with a knowledge of physics and mathematics at the undergraduate level - but not necessarily with training in astronomy - to the point where current astronomical research can be understood.","","6.3","Books Global Store","3.88","09/18/2023","","","","","","","","Science"
"How Did They Do That? Wonders of the Far and Recent Past Explained","Sutton, Caroline","William Morrow & Co","1985-08-01","Paperback","332","","","English","9780688059354","","https://www.amazon.co.uk/dp/068805935X?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51YEfDbvdFL._SL500_.jpg","A collection of 17 of Asimov's essays on science and other topics, ranging from the energy crisis to the organization of living matter.","","18.57","Books Global Store","3.46","09/18/2023","","","","","","","","Science"
"How to Do Just About Everything","Rosen, Courtney","Imprint unknown","2007-04-12","Paperback","100","","","English","9780007798148","","https://www.amazon.co.uk/dp/0007798148?tag=handylibita03-21&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41rGBHfPfHL._SL500_.jpg","How to Do Just About Everything ROSEN","","3.27","Subjects","5.00","09/18/2023","","","","","","","","Science"
